repo_name,commit_sha,time_stamp,add_lib,rem_lib,commit_message,pattern,possible_reason,num,domain,type
PeculiarVentures/GammaCV,56e5973aa669e7317db8f5166b1f9e6aa9c8f65f,2021-04-20 15:04:43,typescript,eslint,"App: Next.js (#102)

* chore(app): remove package implementation

* feat(app): add scripts for build docs

* feat(app): add examples

* feat(app): add locales

* feat(app): add ""theme"" script

* feat(app): add static files

* feat(app): add nextjs pages

* chore(app): update readme

* feat(app): add rollbar and ga init

* feat(app): add header and footer components

* chore(app): update styles for 404 pages and main content

* feat(app): add main page

* feat(app): add examples page

* feat(app): add basic docs page structure

* feat(app): add docs parser

* feat(app): add docs title links

* feat(example): added simple example page

* chore: added cideo stream

* chore(app): chnage component for parse md

* chore: added changing 'example' behavior based on user behavior

* chore(app): update scripts for parse

* chore: added resize method

* chore: added fps

* chore: added getting example name

* chore: added testing resize

* chore: fixed error change params in pause mode

* chore(app): update anchor render, update pagee styles

* chore: added simple error handling

* chore: moved render params to separate method

* chore: disabled eslint

* chore: corrected types

* chore: made the paramwrapper a blunt component

* chore: added live update 'uniform' param

* chore: fixed hog

* chore: refactoring codes

* chore: added coment

* chore: fixed stop/run change param

* chore: corrected types

* chore: added lib component styles

* chore: added svg

* chore: added play/payse icon

* chore(app): update docs page styles

* chore(app): update example page data loading

* chore(app): remove unused PrepareExampleName function

* fix(app): remove getExampleName using

* fix(app): fix typescript errors

* chore(ci): update config

* chore: added example style

* feat(app): add eslint

* chore: added basik styles to example

* feat(app): connect search to docs/examples page

* chore: fixed lint errors

* chore: corrected method handlePrepareParams if not have params

* chore(app): update eslint rules

* chore: fixed errors

* chore: fix building in ci

* chore: replaced <span> to <a>

* chore(app): fix lint errors

* chore(app): change lint rule for link usage

* chore(styles): changed styles for main, 404, examples pages

* chore(styles): changed styles for example and docs pages

* fix(styles): fix example styles

* chore(styles): added tablet styles

* fix: fixed example page styles

* chore: removed mobile styles

* chore: downgrade styles

* chore: added moved all textes to locale file

* chore(ci): add task for lint app folder

* chore: changed uppercase words to lowercase

* chore: requested changes

* chore(app): remove styles for iframe on docs

* chore(app): update docs page styles

* chore(app): change header typings method

* chore: added mobile styles

* chore: requested changes

* chore: moved sidebar to the _app

* feat: added to portrait view

* chore: removed duplication in locale file

* chore: changed docs button  on mobile

* chore: example page style fixes

* chore(app): change intl using

* chore: fixed styles

* fix: fixed overflow bug

* chore: lint fixes

* chore(app): change docs params handler

* chore(app): change docs script generation

* chore: updated docs page table styles

* chore(search): changed search method and added not found view

* chore: added tablet styles

* fix(locales): removed entity names of characters from locales file

* feat(components): added highlight component

* chore(example): added handling errors

* core(search): added not found textes to locale file

* chore(app): improve search on sidebar/examples

* chore: requested changes

* chore(app): update Highlight component type return

* chore: added localization to title at docs and example page

* chore: lint fixes

* chore(example): updated NotSupported error handling

* chore(app): fix mobile styles

* chore(app): change script name for serve app

* fix(example): fixed typescript errors

* chore(app): remove DeviceProvider using

* chore(app): fix open sidebar scroll behavior

* feat(app): add ""useMediaQuery"" hook

* chore(app): use useMediaQuery hook for styling sidebar

* chore(app): added error handling if not camera access in mobile

* chore: changed cross_icon

* chore: requested changes

* chore: docs style fixed

* chore(docs): added Methods heading, removed module.exports from generated docs, fixed no generic in generated docs

* chore(docs): added classRefs generation

* chore(docs): changed heading hash get method

* fix(example): fix no error icon bug

* feat(docs): added parse jsdoc script

* chore(example): changed getUserMedia method from deprecated

* chore(docs): added textToEscaped method

* chore(docs): renamed parse_jsdoc file

* chore(app): update docs md generation

* chore: changed metatags

* chore(docs): changed splitted docs generation methods to separate functions

* feat: added share_image.png

* chore(app): change meta tags name

* fix(docs): fixed no newline bug in params description cell

* chore(app): remove docs unused partials

* chore(jsdoc): added links to users

* chore(docs): added param type check

* chore(app): added twitter:image meta tag

* chore(app): update eslint rules

* chore(app): ignore ""contextTypes"" using

* fix(app): fix lint errors

* fix(example): fixed extra space bug in ios browsers

* chore(example): changed typography type for mobile view

* chore(app): bump deps

* chore(app): removed box-shadov from buttons

* chore(params): changed stroke color in mobile view

* chore(docs): changed styles

* chore(docs): changed method generation method

* chore(error): changed error view position

* feat(example): added swt example

* chore(swt): added params to swt example

* chore(example): fixed swt example tick

* chore(example): fixed error handling for example

* chore(jsdoc): added gm. prefix in jsdoc examples

* chore(app): moved renderers out of jsx | moved contextTypes to static methods

Co-authored-by: mariktar <100trk@gmail.com>
Co-authored-by: Kharya1337 <ikharlamov21@gmail.com>
Co-authored-by: Mihail Zachepilo <mihailzachepilo@gmail.com>",typescript eslint,"
* fix(docs): fixed no newline bug in params description cell",4,Testing&Typescript,
PeculiarVentures/GammaCV,6eb9045141ade87bd6f9332849aa953531be78df,2021-01-14 23:45:41,terser-webpack-plugin,uglifyjs-webpack-plugin,fix: uglifyjs-webpack-plugin switch to terser-webpack-plugin,terser-webpack-plugin uglifyjs-webpack-plugin,"
fix: uglifyjs-webpack-plugin switch to terser-webpack-plugin",35,Codestyle&Web Framework,
PeculiarVentures/GammaCV,56e5973aa669e7317db8f5166b1f9e6aa9c8f65f,2021-04-20 15:04:43,types/react,style-loader,"App: Next.js (#102)

* chore(app): remove package implementation

* feat(app): add scripts for build docs

* feat(app): add examples

* feat(app): add locales

* feat(app): add ""theme"" script

* feat(app): add static files

* feat(app): add nextjs pages

* chore(app): update readme

* feat(app): add rollbar and ga init

* feat(app): add header and footer components

* chore(app): update styles for 404 pages and main content

* feat(app): add main page

* feat(app): add examples page

* feat(app): add basic docs page structure

* feat(app): add docs parser

* feat(app): add docs title links

* feat(example): added simple example page

* chore: added cideo stream

* chore(app): chnage component for parse md

* chore: added changing 'example' behavior based on user behavior

* chore(app): update scripts for parse

* chore: added resize method

* chore: added fps

* chore: added getting example name

* chore: added testing resize

* chore: fixed error change params in pause mode

* chore(app): update anchor render, update pagee styles

* chore: added simple error handling

* chore: moved render params to separate method

* chore: disabled eslint

* chore: corrected types

* chore: made the paramwrapper a blunt component

* chore: added live update 'uniform' param

* chore: fixed hog

* chore: refactoring codes

* chore: added coment

* chore: fixed stop/run change param

* chore: corrected types

* chore: added lib component styles

* chore: added svg

* chore: added play/payse icon

* chore(app): update docs page styles

* chore(app): update example page data loading

* chore(app): remove unused PrepareExampleName function

* fix(app): remove getExampleName using

* fix(app): fix typescript errors

* chore(ci): update config

* chore: added example style

* feat(app): add eslint

* chore: added basik styles to example

* feat(app): connect search to docs/examples page

* chore: fixed lint errors

* chore: corrected method handlePrepareParams if not have params

* chore(app): update eslint rules

* chore: fixed errors

* chore: fix building in ci

* chore: replaced <span> to <a>

* chore(app): fix lint errors

* chore(app): change lint rule for link usage

* chore(styles): changed styles for main, 404, examples pages

* chore(styles): changed styles for example and docs pages

* fix(styles): fix example styles

* chore(styles): added tablet styles

* fix: fixed example page styles

* chore: removed mobile styles

* chore: downgrade styles

* chore: added moved all textes to locale file

* chore(ci): add task for lint app folder

* chore: changed uppercase words to lowercase

* chore: requested changes

* chore(app): remove styles for iframe on docs

* chore(app): update docs page styles

* chore(app): change header typings method

* chore: added mobile styles

* chore: requested changes

* chore: moved sidebar to the _app

* feat: added to portrait view

* chore: removed duplication in locale file

* chore: changed docs button  on mobile

* chore: example page style fixes

* chore(app): change intl using

* chore: fixed styles

* fix: fixed overflow bug

* chore: lint fixes

* chore(app): change docs params handler

* chore(app): change docs script generation

* chore: updated docs page table styles

* chore(search): changed search method and added not found view

* chore: added tablet styles

* fix(locales): removed entity names of characters from locales file

* feat(components): added highlight component

* chore(example): added handling errors

* core(search): added not found textes to locale file

* chore(app): improve search on sidebar/examples

* chore: requested changes

* chore(app): update Highlight component type return

* chore: added localization to title at docs and example page

* chore: lint fixes

* chore(example): updated NotSupported error handling

* chore(app): fix mobile styles

* chore(app): change script name for serve app

* fix(example): fixed typescript errors

* chore(app): remove DeviceProvider using

* chore(app): fix open sidebar scroll behavior

* feat(app): add ""useMediaQuery"" hook

* chore(app): use useMediaQuery hook for styling sidebar

* chore(app): added error handling if not camera access in mobile

* chore: changed cross_icon

* chore: requested changes

* chore: docs style fixed

* chore(docs): added Methods heading, removed module.exports from generated docs, fixed no generic in generated docs

* chore(docs): added classRefs generation

* chore(docs): changed heading hash get method

* fix(example): fix no error icon bug

* feat(docs): added parse jsdoc script

* chore(example): changed getUserMedia method from deprecated

* chore(docs): added textToEscaped method

* chore(docs): renamed parse_jsdoc file

* chore(app): update docs md generation

* chore: changed metatags

* chore(docs): changed splitted docs generation methods to separate functions

* feat: added share_image.png

* chore(app): change meta tags name

* fix(docs): fixed no newline bug in params description cell

* chore(app): remove docs unused partials

* chore(jsdoc): added links to users

* chore(docs): added param type check

* chore(app): added twitter:image meta tag

* chore(app): update eslint rules

* chore(app): ignore ""contextTypes"" using

* fix(app): fix lint errors

* fix(example): fixed extra space bug in ios browsers

* chore(example): changed typography type for mobile view

* chore(app): bump deps

* chore(app): removed box-shadov from buttons

* chore(params): changed stroke color in mobile view

* chore(docs): changed styles

* chore(docs): changed method generation method

* chore(error): changed error view position

* feat(example): added swt example

* chore(swt): added params to swt example

* chore(example): fixed swt example tick

* chore(example): fixed error handling for example

* chore(jsdoc): added gm. prefix in jsdoc examples

* chore(app): moved renderers out of jsx | moved contextTypes to static methods

Co-authored-by: mariktar <100trk@gmail.com>
Co-authored-by: Kharya1337 <ikharlamov21@gmail.com>
Co-authored-by: Mihail Zachepilo <mihailzachepilo@gmail.com>",types/react style-loader,"* chore(app): update styles for 404 pages and main content
* chore(app): change header typings method
",3,UI,
peer-base/peer-base,4b8ac5743f4589f7c15ec6e8a3a986abd56eaedf,2018-10-16 09:11:34,react,sw-precache-webpack-plugin,"chore: fix example app

- Upgrade to CRA 2.0
- Update discussion CRDT to make it work with recent interface changes
- Fix react warning regardig costructor props

Closes #82",react sw-precache-webpack-plugin,"
- Update discussion CRDT to make it work with recent interface changes
- Fix react warning regardig costructor props",3,Web Framework&UI,
peer-base/peer-base,4b8ac5743f4589f7c15ec6e8a3a986abd56eaedf,2018-10-16 09:11:34,react,extract-text-webpack-plugin,"chore: fix example app

- Upgrade to CRA 2.0
- Update discussion CRDT to make it work with recent interface changes
- Fix react warning regardig costructor props

Closes #82",react extract-text-webpack-plugin,"
- Update discussion CRDT to make it work with recent interface changes
- Fix react warning regardig costructor props",7,UI,
peer-base/peer-base,4b8ac5743f4589f7c15ec6e8a3a986abd56eaedf,2018-10-16 09:11:34,react,babel,"chore: fix example app

- Upgrade to CRA 2.0
- Update discussion CRDT to make it work with recent interface changes
- Fix react warning regardig costructor props

Closes #82",react babel,"
- Upgrade to CRA 2.0
- Update discussion CRDT to make it work with recent interface changes
- Fix react warning regardig costructor props",6,UI,
petehunt/jsxstyle,9b76f035ae7ee0b8ed87a2bd7aed980aff4cfb9b,2018-06-23 21:03:10,babel,babylon,Update @babel/* deps,babel babylon,"
Update @babel/* deps",13,Utility,
petehunt/jsxstyle,3f46eb5632a0747e838bc2199d560c02f6666c53,2018-04-14 20:55:46,webpack,html-webpack-plugin,"Update deps, verify webpack 4 support",webpack html-webpack-plugin,"
Update deps, verify webpack 4 support",3,Web Framework,
pfefferf/ui5-nwabap-deployer,ca74ede46987a82869e5e479a882248575cf55fe,2020-03-17 09:09:30,axios,request,[general] replace deprecated request module by axios,axios request,"
[general] replace deprecated request module by axios",6,HTTP Clients,
phenyl-js/phenyl,2f4ec9519ec7bb083a057f01ac891df9d3c26afb,2018-08-28 09:54:18,cross-fetch,node-fetch,Replace fetch client with cross-fetch,cross-fetch node-fetch,"
Replace fetch client with cross-fetch",3,HTTP Clients,
philpl/fluorine,507129213857534856b24b0cbe3cc65f34849ad0,2016-08-18 16:47:45,rxjs,react,Use 'rxjs' instead of '@reactivex/rxjs' package,rxjs react,"
Use 'rxjs' instead of '@reactivex/rxjs' package",3,UI,
phonegap/phonegap-template-vue-f7-blank,fba1b72993544d7df89e5324057856b263f8c801,2018-12-08 00:14:09,webpack,karma,Remove tests and update to latest webpack,webpack karma,"
Remove tests and update to latest webpack",5,Web Framework,
phonegap/phonegap-template-vue-f7-split-panel,d83534eaf53c11de272d58efb47223e79d4b6a6a,2018-12-08 00:28:01,webpack,karma,Remove tests and update to latest webpack,webpack karma,"
Remove tests and update to latest webpack",5,Web Framework,
phonegap/phonegap-template-vue-f7-split-panel,c25c5e11da6f4845163dc0fc7baa9dfd54766166,2017-08-02 00:42:22,babel,json-loader,"Update template for PWA compatibility (#9)

* Updating with Vue PWA Template

* Update eslint and eslint-plugin-standard

* Removed accidental devDeps on parent package.json

- also updated eslint-plugin-standard",babel json-loader,"Update template for PWA compatibility (#9)
",4,Serialization,
photonstorm/phaser,1b77dc4fa4ec70fbbd2fcf4314800f1951681b61,2017-05-01 00:52:22,uuid,node-uuid,"Upgraded development dependencies, some clean up.

This commit brings the following updates:

- Removal of the following redundant or unused packages:

  - `json-loader`: Webpack 2 can handle JSON files by default;
  - `copy-webpack-plugin`: unused;
  - `webpack-dev-server`: unused.

- Upgrade of the following packages to their latest versions:

  - `fs-extra`;
  - `webpack`: upgraded to the latest stable version;
  - `webpack-shell-plugin`.

- Addition of the following packages:

  - `uuid`, in replacement of the deprecated `node-uuid`, with no
    changes to the public API.

  - `eslint`, with ESLint linting utility.

- Addition of two runnable scripts to help development tasks:

  - `build`: An alias for running `webpack`.
  - `eslint`: Alias for running ESLint using the provided configuration
    in the project.

- Fix the package entry point, so package consumers will be capable to use
  library in a future release.

- Update `.npmignore`, so npm will include only the relevant package
  files.

- Some clean-up and a few code fixes.",uuid node-uuid,"- `webpack-shell-plugin`.

- `webpack-shell-plugin`.

- `webpack-shell-plugin`.

",22,Utility,
pikapkg/builders,b28639417d41571bf0c2c53454dff2610da6f12c,2019-01-22 05:47:42,typescript,types/node,"adds types and stuff, new pika pack version",typescript types/node,"adds types and stuff, new pika pack versionadds types and stuff, new pika pack version",3,Typescript,
pikapkg/create-snowpack-app,341ecfa70abba6f485a1db5b4dc1c8f6608c6e37,2020-07-10 15:40:42,kleur,chalk,Swap chalk for kleur (#174),kleur chalk,"
Swap chalk for kleur (#174)",3,UI,
pikapkg/snowpack,aa564fb7393015c97993f3f77cdcf6fcb63e6452,2020-07-27 20:09:10,kleur,chalk,Swap chalk for kleur (#174),kleur chalk,"
Swap chalk for kleur (#174)",3,UI,
pikapkg/snowpack,c57b57a057506963ce0c3255728d571b7913e94a,2021-04-29 22:38:05,css-minimizer-webpack-plugin,optimize-css-assets-webpack-plugin,"upgraded plugin-webpack to webpack 5  (#3154)

* plugin-webpack, uppgrade to webpack v5

* plugin-webpack: removed file-loader

* Revert ""plugin-webpack: removed file-loader"", added .css stub to test

This reverts commit aa2bcdf2dfa372e484fdacf38cdd98d1af7accdb.

* plugin-webpack: update asset configuration and add test asset

* removed file-loader in favor of webpack 5 asset module

* updated webpack, use contenthash with assets (consistency)

* smipler svg content

* plugin-webpack: update test to normalize hashes to xxxx

Co-authored-by: mcha <>
Co-authored-by: Ludovico Fischer <livrerie@gmail.com>",css-minimizer-webpack-plugin optimize-css-assets-webpack-plugin,"
upgraded plugin-webpack to webpack 5  (#3154)
* Revert ""plugin-webpack: removed file-loader"", added .css stub to test
* updated webpack, use contenthash with assets (consistency)",17,Web Framework&UI,
pinterest/gestalt,3456292c2d324404693c155769c2d25c4f946e18,2018-12-11 19:50:29,postcss-preset-env,postcss-cssnext,"Remove post-cssnext (#432)

* Replaced color() with constants

* Switched from deprecated cssnext to preset-env

* Updated changelog",postcss-preset-env postcss-cssnext,"
* Switched from deprecated cssnext to preset-env",5,UI,
pinterest/gestalt,de29bb795a798fc0b7074e376208c1ba0c592061,2018-03-06 19:23:50,react,extract-text-webpack-plugin,"Uses create-react-app for the docs (#42)

* update docs to use create react app

* Update changelog",react extract-text-webpack-plugin,"
* update docs to use create react app",7,UI,
piroor/multipletab,86f27fc2e42155ca8ed47786db30684b8dd9554b,2019-10-24 02:06:29,jsonlint-cli,jsonlint,Use jsonlint-cli instead of jsonlint,jsonlint-cli jsonlint,"
Use jsonlint-cli instead of jsonlint",3,Serialization,
piroor/textlink,40b950aed28a0c1715f17ee0abb863189756e4a5,2019-10-24 02:15:25,jsonlint-cli,jsonlint,Use jsonlint-cli instead of jsonlint,jsonlint-cli jsonlint,"
Use jsonlint-cli instead of jsonlint",3,Serialization,
piroor/treestyletab,1b15cd585936b45632185087e6293503e8210029,2019-10-24 01:28:54,jsonlint-cli,jsonlint,Use jsonlint-cli instead of jsonlint,jsonlint-cli jsonlint,"
Use jsonlint-cli instead of jsonlint",3,Serialization,
PitchInteractiveInc/tilegrams,00d36a38a2cf7b1fec4e16d2e02ebd17677e9ae8,2016-08-31 01:01:58,d3-array,d3,Use D3 v4 modules,d3-array d3,"
Use D3 v4 modules",3,Utility,
Pivotal/postfacto,3073d82a60ff88ff9e4d0258ccf513e05dcbdc75,2019-01-22 16:01:05,prop-types,react,Switch to new build system for frontend (plus required version updates and switch from Jasmine to Jest),prop-types react,Switch to new build system for frontend (plus required version updates and switch from Jasmine to Jest),3,UI&Testing,
pixelpicosean/slush-phaser-project,507f570da88168893d917988c840b7eaedfa9682,2014-10-14 08:03:14,del,gulp,"Replace gulp-rimraf with del, resolves #18",del gulp,"
Replace gulp-rimraf with del, resolves #18",4,Filesystem,
pkmn/ps,218205aff4d389181fc074685053c60d3a5650ae,2021-03-30 17:33:19,parcel,parcel-bundler,Upgrade parcel,parcel parcel-bundler,"
Upgrade parcel",6,Building,
plotly/dash-core-components,6558624125505547ee6702d928852ef428c9349b,2018-11-28 21:58:03,react,babel,"Update dependencies to their latest (#373)

* Update peerDepencies react & react-dom to 16.6.1

* Update all packages to their React 16 dependent versions

* Add react & react-dom to devDependencies to fix warnings

* Remove unused packages & update deps vs devDeps

* Replace package-lock.json with yarn.lock file

Replace package-lock.json with yarn.lock in .circle/config

* Update DatePickerRange with new initialize CSS

* Update SyntaxHighligher language import

* Rebuild bundle with new packages

Reformat src and rebuild

* Fix ESLint by installing eslint-plugin-import

* Repair Jest tests with new Enzyme config

* Refactored DatePicker to new react-date style

Tiny react-dates styling fix

Fix test regression CSS

* Upgrade to babel 7, fix Jest Babel 7 bug

* Put package-lock back and remove yarn.lock

* Revert changes to circleci config and peerDeps

* Reorder dependencies and devDependencies

* Update version and changelog

* Change version 1.0.0 => 0.39.0

* Updated package-lock.json

* Revert changes to client-facing React packages

* Remove react-select dependencie because it's not used",react babel,"
* Update peerDepencies react & react-dom to 16.6.1",4,UI,
pluralsight/design-system,34944ebb0d6b9bd6bf11c8e931a4a829826e3151,2019-09-23 21:40:46,postcss-preset-env,postcss-cssnext,build(normalize): upgrade postcss,postcss-preset-env postcss-cssnext,"
build(normalize): upgrade postcss",5,UI,
pmmmwh/react-refresh-webpack-plugin,33f74c5fb18bf38e61c11fdb91dd1098c301f641,2020-08-26 07:11:17,ts-loader,awesome-typescript-loader,"use ts-loader in typescript example, upgrade deps (#191)",ts-loader awesome-typescript-loader,"
use ts-loader in typescript example, upgrade deps (#191)",10,Web Framework,
pnpm/benchmarks-of-javascript-package-managers,138c358fd2b033be9eb8cc9b1691fd6137886df9,2018-02-18 01:16:40,eslint,ember,feat: update ember quickstart,eslint ember,"
feat: update ember quickstart",3,Web Framework&Testing,
pol-is/polis,712b18ccd3c1d8bbb290ab48f082a8bdd65caa7f,2020-09-21 07:34:50,d3-scale,d3,"build(deps): bump d3 from 5.16.0 (d3-scale@v2.2.2) to d3-scale@v3.2.2 in /client-admin (#568)

* build(deps): bump d3 from 5.16.0 to 6.1.1 in /client-admin

Bumps [d3](https://github.com/d3/d3) from 5.16.0 to 6.1.1.
- [Release notes](https://github.com/d3/d3/releases)
- [Changelog](https://github.com/d3/d3/blob/master/CHANGES.md)
- [Commits](https://github.com/d3/d3/compare/v5.16.0...v6.1.1)

Signed-off-by: dependabot[bot] <support@github.com>

* Imported d3-scale instead of full d3. Upgraded d3-scale from v2.2.2 to v3.2.2.

Co-authored-by: dependabot[bot] <49699333+dependabot[bot]@users.noreply.github.com>
Co-authored-by: Patrick Connolly <patrick.c.connolly@gmail.com>",d3-scale d3,"
* Imported d3-scale instead of full d3.
Upgraded d3-scale from v2.2.2 to v3.2.2.",3,Utility,
pol-is/polis,1ee2f9cccb670f2de34cb950ec46b22ff9644aa1,2020-06-07 02:21:52,webpack,babel,"add lander content, upgrade webpack, react, babel, et al",webpack babel,"
add lander content, upgrade webpack, react, babel, et al",5,Web Framework,
Polymer/tools,bc408d2c24df675d39350970207dac3a06470b52,2018-12-17 22:01:05,@octokit/rest,github,"Update github dep in cli (#813)

* Fix typings in editor-service tests to make tools build again

* Update github dep in cli

* Fix github tests",@octokit/rest github,"Update github dep in cli (#813)
",3,Web Framework,
PolymerLabs/arcs,61e3ccdd325761a3fda046cfe78972e5372646b0,2017-05-30 01:18:25,webpack,browserify,"Switch from browserify to webpack

This makes it easlier to stub out node modules, and will support moving to
JavaScript modules in the future.",webpack browserify,"Switch from browserify to webpack
",9,HTTP Clients&Web Framework,
Popmotion/popmotion,226022c4fb7c75c99db24b85974c30939c59722a,2018-10-31 11:40:23,react,enzyme,Migrate from enzyme to react-testing-library (#582),react enzyme,"
Migrate from enzyme to react-testing-library (#582)",3,Testing&UI,
Popmotion/popmotion,226022c4fb7c75c99db24b85974c30939c59722a,2018-10-31 11:40:23,react,enzyme-adapter-react,Migrate from enzyme to react-testing-library (#582),react enzyme-adapter-react,"
Migrate from enzyme to react-testing-library (#582)",5,Testing&UI,
postgres/pgadmin4,1317e4254b7715dfc08f680c8af0894f9ba04e0c,2021-02-10 07:17:52,css-minimizer-webpack-plugin,optimize-css-assets-webpack-plugin,"Updated the JS dependencies to the latest

1) Migrate from webpack 4 to webpack 5. This had a lot of breaking changes,
   so updated multiple webpack plugins and changed the config accordingly.
2) Replaced iconfont-webpack-plugin with a more maintained webfonts-loader.
3) Replaced deprecated babel-eslint with @babel/eslint-parser.
4) Replaced optimize-css-assets-webpack-plugin with a more maintained css-minimizer-webpack-plugin.
5) Updated all other JS packages and made the required code changes.

Fixes #6207",css-minimizer-webpack-plugin optimize-css-assets-webpack-plugin,"
2) Replaced iconfont-webpack-plugin with a more maintained webfonts-loader.
This had a lot of breaking changes,
so updated multiple webpack plugins and changed the config accordingly.",17,Web Framework&UI,
postgres/pgadmin4,43d37e3b4c737ca8e1500b2b59514e21036013c2,2019-12-11 08:32:27,terser-webpack-plugin,uglifyjs-webpack-plugin,Fix vulnerability issues reported by 'yarn audit'. Replace the deprecated uglifyjs-webpack-plugin with a terser-webpack-plugin. Fixes #5004.,terser-webpack-plugin uglifyjs-webpack-plugin,"
Fix vulnerability issues reported by 'yarn audit'.
Replace the deprecated uglifyjs-webpack-plugin with a terser-webpack-plugin.
Fixes #5004.",35,Codestyle&Web Framework,
postgres/pgadmin4,e2bfac9e42938af97b091a41f755e3c4033c2f8f,2020-01-16 09:14:58,sass,node-sass,"Replace node-sass with sass for SCSS compilation. Fixes #5096

This will fix issues reported by the yarn audit. sass is better-maintained library than node-sass.",sass node-sass,"
Replace node-sass with sass for SCSS compilation.
Fixes #5096",40,UI,
postlight/lux,6416c6c309c8a292ea320d757fe525c0f556546a,2016-05-14 18:34:23,mysql2,mysql,"feat: implement custom orm on top of knex.js (#65)

* feat: implement custom orm on top of Knex.js

* feat: write operations with custom orm

* test: add fixutres to match new table names

* feat: add model hooks

* feat: use primaryKey variable instead of id

* refactor: move model initializer to a private Database util

* refactor: set route props in constructor

* refactor: set controller props in constructor

* feat: dirty checking for models and object model refactors

* feat: migrations

* fix: remove extra deps from test apps package.json

* chore: remove empty hook from post model in test-app

* feat: more db commands including seeding

* refactor: replace range with literall array when small enough

* feat: update all generators to use optional attrs

* test: update helper to use npm linked version of lux

* feat: validations

* fix: change example app lux imports to point to npm package

* fix: load knex and db driver from application not lux

* test: test against node 4

* test: test against mysql, sqlite, and postgres

test: fix broken .travis.yml syntax

test: fix postgres user for test-app test env

fix: don't use connection pool for tests

test: another attempt to get postgres working on travis

test: change DB=postgres -> DB=postgresql

test: remove services section and custom pg version from travis.yml

test: debug postgres travis build

test: uncomment postgresql matrix

test: continued postgresql build debugging

test: continued postgresql build debugging

test: continued postgresql build debugging

test: continued postgresql build debugging

test: continued postgresql build debugging

test: continued postgresql build debugging

test: run tests against all matrixes

test: add all verion tests back to travis.yml

* refactor: do not run npm install for test-app in gulp task

* refactor: add config option to disable/enable logging

* fix: lux d resource cmd does not remove resource from routes.js

* feat: add --database option to lux new cmd

* test: default to sqlite if DB is not set

* chore: update dependencies

* chore: bump version to 0.0.1-beta.8

* fix: move eslint version back to 2.8.0

* feat: update package.json template and test-app dependencies",mysql2 mysql,"feat: implement custom orm on top of knex.js (#65)
",3,Database,
pouchdb/pouchdb,f075f25f12e291f67ba4ee588cb9541a0edab772,2017-02-19 20:47:47,pouchdb-core,pouchdb,"(#203) - fix tests, use in-memory PouchDB for testing (#203)",pouchdb-core pouchdb,"
(#203) - fix tests, use in-memory PouchDB for testing (#203)",3,Database,
pouchdb/pouchdb,5fcb4826b2582b58b19ef6624b7b1f83e3e8ca8e,2017-02-19 20:47:49,eslint,jshint,"(#246) - Use Eslint

* Use Eslint

PouchDB uses eslint, this will make it easier to merge pouchdb-find into the main pouchdb repo

* use node 6

* add back used variables

* fixes from rebase",eslint jshint,"
(#246) - Use Eslint",16,Testing,
PrairieLearn/PrairieLearn,b432fa6174005aeca2852ba5fff05ce09ba85b3a,2016-07-09 19:49:38,jshint,grunt,"add jshint and jscs code checking for dirs: models, sync, middlewares, routes",jshint grunt,"
add jshint and jscs code checking for dirs: models, sync, middlewares, routes",3,Building,
PreMiD/PreMiD,84c1110f18aa35a50a290e035e0bf55931141d90,2018-11-23 11:30:16,electron-store,electron-config,"electron-config has been renamed to ""electron-store""

https://www.npmjs.com/package/electron-store",electron-store electron-config,"
electron-config has been renamed to ""electron-store""",5,UI,
prescottprue/fireadmin,a22b1ad165edd48b656945d5cfcb3316c53feb16,2020-07-13 17:34:16,node-fetch,request,chore(functions): replace request and request-promise with node-fetch (#121),node-fetch request,"
chore(functions): replace request and request-promise with node-fetch (#121)",7,HTTP Clients,
prescottprue/redux-firebasev3,bf9df03379afe6d9990f74bf476db894ff67439b,2016-09-18 00:40:38,react,babel,"V0.1.6 (#37)

* Fixes Error described in #35 Cannot read property ‘email’ of undefined
* Removes snapshot from redux
* Simple example no longer uses decorators
* Decorators example is now old simple example (using decorators)
* Readme updated with information about optional decorators.",react babel,"
* Fixes Error described in #35 Cannot read property ‘email’ of undefined
* Removes snapshot from redux",12,UI,
Prettyhtml/prettyhtml,d4af77634b50cc2a5394a8aa5e9106ce88d05fcf,2018-09-29 10:03:00,ts-node,babel,"Feature/new parser (#30)

* create new html parser (derivated from angular project) and hast converter

* fix build

* allow colon and @ as attribute name prefix, fix many tests, dont ignore first LF in pre, textare and listing

* fix all formatter tests

* fix doctype, fix tests

* fix tests, propagate errors to rehype

* add todo, update readme

* remove util packages for parse, parse doctype, fix and add tests

* update readme, run test on commit

* avoid prettyhtml prefix for directories

* fix namespace handling

* dont run coverage by default

* add test

* remove icu expansion form handling from parser

* add detectOpenHandles flag to tests

* add test for mixed documents, add types",ts-node babel,"
* create new html parser (derivated from angular project) and hast converter",3,Typescript,
